"Code","Company","Market Cap","alpha","beta","alpha(0) ~ Pr(>|t|)","beta(1) ~ Pr(>|t|)","alpha.rtns","Exp.Rtn","Exp.Rtn.SD","Rtn.SD","Sharpe","RP.Exp.Rtn","RP.Exp.Rtn.SE","RP.Rtn.SD","RP.Sharpe","Rep. Port. Superior?"
"LRT","Lowell Resources Fund","12,458,500",-0.0963627886969639,6.58910813251611,0.130223310350465,2.62520933463562e-05,"FALSE",-0.118287738057867,0.0995765177381724,0.487823317643441,-0.242480696964808,-0.00137861282235916,0.0392394903162502,0.298839055038306,-0.00461322842217676,"TRUE"
"LSF","L1 Long Short Fund Ltd","575,086,000",-0.0213357631840002,0.359208391885053,0.394577142502146,0.138533914598763,"FALSE",-0.0237859387825832,0.0243330209206386,0.116697068788627,-0.203826360246174,-7.51557395921272e-05,0.00213915964519268,0.0162913544950078,-0.00461322842217677,"TRUE"
"LSX","Lion Selection Group Ltd","55,549,900",0.0053215809434321,0.295403336594188,0.832853035200188,0.212098873465515,"FALSE",0.00443023676680768,0.0249388994434328,0.18992899967114,0.0233257521204165,-6.18060622782513e-05,0.00175918745489601,0.0133975725071702,-0.00461322842217673,"FALSE"
"MA1","Monash Absolute Investment Company Ltd","34,575,800",-0.0044836054008966,0.571099600073286,0.803481369032953,0.279944228596331,"FALSE",-0.00442569356597761,0.0181180382121168,0.12421101201914,-0.0356304444673202,-0.000119488892225019,0.0034010152475875,0.0259013604552099,-0.00461322842217674,"TRUE"
"MAX","Millinium's Alternatives Fund","5,997,230",-0.00182333834016504,-0.643511479711688,0.848839423836077,8.67952210633284e-07,"FALSE",-0.00602079783756931,0.00970740540569249,0.0726435702852372,-0.0828813591337604,0.000134639341079848,0.00383224284208253,0.0291854919718716,0.0046132284221767,"TRUE"
"MEC","Morphic Ethical Equities Fund Ltd","42,791,800",-0.00209995154991712,-0.512373291310483,0.95700702576116,0.0599698847500009,"FALSE",-0.0021874517908815,0.0383014876917393,0.223334132231541,-0.00979452522113218,0.000107201820797144,0.00305128803448633,0.0232379173512853,0.00461322842217676,"TRUE"
"MFF","MFF Capital Investments Ltd","1,448,440,000",0.00642471646827346,0.525970437172704,0.466931767292184,0.0183348886660305,"FALSE",0.00548513165651618,0.00924087748934966,0.0703764262579724,0.0779399004491908,-0.000110046697411117,0.00313226182679007,0.023854595380992,-0.00461322842217668,"FALSE"
"MGG","Magellan Global Trust","1,972,300,000",0.0054672917920724,0.318796179673554,0.4694347227044,3.86905808183497e-05,"FALSE",0.00379020141220836,0.00799102865346257,0.04303300627743,0.0880766123513021,-6.67004535633927e-05,0.00189849663316743,0.0144585196004497,-0.00461322842217665,"FALSE"
"MHH","Magellan High Conviction Trust","812,922,000",-0.0155962508845008,0.143817444971526,0.699149097540145,0.0789613927873815,"FALSE",-0.023464589153349,0.0294712046078568,0.0658996168819729,-0.356065638368951,-3.00903505799604e-05,0.000856462380913014,0.0065226231667415,-0.00461322842217675,"TRUE"
"MIR","Mirrabooka Investments Ltd","307,053,000",-0.0033090177482697,0.147990860934655,0.867723007669032,0.0577986250756257,"FALSE",-0.00416951940037747,0.0196222222291099,0.14943839232974,-0.0279012597457373,-3.09635377616085e-05,0.00088131592891638,0.00671190214921084,-0.00461322842217672,"TRUE"
"MLT","Milton Corporation Ltd","2,410,060,000",-0.00207968841730893,0.356208660195714,0.847616196057356,0.00947456776853028,"FALSE",-0.00298375464934644,0.010886294620178,0.0829075497908628,-0.0359889377610732,-7.45281176913486e-05,0.00212129562775544,0.0161553061914465,-0.00461322842217671,"TRUE"
"MMJ","MMJ Group Holdings Ltd","17,054,300",-0.00849170029485674,0.916256645624339,0.789015702004696,0.905529396433592,"FALSE",-0.00951294313385237,0.0317759842006301,0.241998685887515,-0.0393098958325506,-0.000191704724649453,0.00545649624351316,0.041555437343595,-0.00461322842217666,"TRUE"
"MMR","Mec Resources Ltd","2,737,800",-0.0271324260169128,0.117334789580091,0.234830855022474,0.084457407747222,"FALSE",-0.0279865136214435,0.0224043193731776,0.170626212937431,-0.164022357055455,-2.45494901845172e-05,0.000698752736620987,0.00532154229920692,-0.00461322842217676,"TRUE"
"MOT","MCP Income Opportunities Trust","256,052,000",0.0536067880709319,0.24503449131441,0.33177751926291,0.537820203699273,"FALSE",0.0527259823669738,0.0542917821625628,0.413473894463068,0.127519495361232,-5.12675896119043e-05,0.0014592306509026,0.0111131695463963,-0.00461322842217672,"FALSE"
"MXT","MCP Master Income Trust","1,078,970,000",0.00145168255138906,-0.0169589793934689,0.672339631534906,1.58051656413452e-15,"FALSE",0.000651983300948596,0.00333960934329019,0.0182917937057505,0.0356434864418807,3.54825963935648e-06,0.000100994200474503,0.00076914891582195,0.00461322842217705,"FALSE"
"NAC","Naos Ex-50 Opportunities Company Ltd","29,757,500",-0.00499859785118302,0.608961164878053,0.693582869361612,0.169130167060487,"FALSE",-0.00595554648199601,0.0130252359627134,0.0991972417423643,-0.0600374201680304,-0.000127410516466828,0.00362648863118296,0.0276185145860844,-0.00461322842217676,"TRUE"
"NBI","NB Global Corporate Income Trust","668,301,000",-0.00317589081585309,0.571206935296152,0.625586626094592,0.000426349022248575,"FALSE",-0.00912919113837011,0.0109227684072235,0.0463413816604677,-0.196998682630085,-0.00011951134954573,0.00340165445085348,0.0259062284822522,-0.00461322842217671,"TRUE"
"NCC","Naos Emerging Opportunities Company Ltd","46,956,100",-0.00665395194613734,0.716136169127679,0.475678834119027,0.173872873821354,"FALSE",-0.00763332437575943,0.010126142272984,0.0771184019887434,-0.0989818795373072,-0.000149834315275927,0.00426473776244912,0.0324792751548223,-0.0046132284221768,"TRUE"
"NEW","NEW Energy Solar","362,175,000",-0.00739409542723851,0.412859464784013,0.284090431382736,6.08278163675168e-05,"FALSE",-0.0100779593863418,0.00797051416278438,0.0414160064771696,-0.243334890144399,-8.63809396562794e-05,0.0024586627878238,0.0187246179358969,-0.00461322842217672,"TRUE"
"NGE","NGE Capital Ltd","14,877,900",0.0127249519392667,0.768360470371603,0.877721048183025,0.899786450051286,"FALSE",0.011734652827325,0.0817301629688391,0.62243837707596,0.0188527141955018,-0.000160760997595545,0.00457574418725208,0.0348478295205875,-0.00461322842217678,"FALSE"
"NSC","Naos Small Cap Opportunities Company Ltd","66,290,800",-0.0119948318715727,0.672261150144986,0.367070671066047,0.268716846161898,"FALSE",-0.0129650245059123,0.0136736236305212,0.104135215105029,-0.124501826714777,-0.000140654519993418,0.00400345302590023,0.0304893898852404,-0.00461322842217671,"TRUE"
"OEQ","Orion Equities Ltd","890,719",-0.0285873301115149,-0.204375081063336,0.231796122025758,0.0258211888979702,"FALSE",-0.0293741076425381,0.0234711392963976,0.17875087141749,-0.164329871007633,4.2760583322984e-05,0.00121709552385283,0.0092691233578257,0.00461322842217676,"TRUE"
"OPH","Ophir High Conviction Fund","397,999,000",0.00673252614552424,0.56614305827621,0.685849696917241,0.0887704978087839,"FALSE",0.00339520206788485,0.0188015392969015,0.0728180485799639,0.0466258315636742,-0.000118451854747628,0.0033714980246285,0.025676563982439,-0.00461322842217676,"FALSE"
"OZG","Ozgrowth Ltd","40,694,300",-0.00159987034463401,0.962230285939902,0.978369494823856,0.977040760254025,"FALSE",-0.00263073206508596,0.0585072595547658,0.445578013814985,-0.00590408858498639,-0.000201323606105779,0.00573027870051412,0.0436405024164803,-0.00461322842217673,"TRUE"
"PAF","PM Capital Asian Opportunities Fund Ltd","40,039,900",-0.00500458054472609,0.466030665826434,0.700189108455651,0.068611567327953,"FALSE",-0.0059316243971175,0.0131131810732964,0.0998670117503346,-0.0593952326514628,-9.75057380452414e-05,0.00277530819513035,0.0211361175129574,-0.00461322842217668,"TRUE"
"PAI","Platinum Asia Investments Ltd","345,487,000",-0.00193793008335235,0.344925946710345,0.806701041185462,0.000516687956605278,"FALSE",-0.0020030525255466,0.00807539858348104,0.0593418179973678,-0.0337544853384075,-7.21674805354367e-05,0.00205410475493224,0.0156435957492401,-0.00461322842217667,"TRUE"
"PCI","Perpetual Credit Income Trust","360,300,000",0,0,0,0,"FALSE",-0.000829538114346162,0,NA,NA,0,0,0,NA,NA
"PE1","Pengana Private Equity Trust","221,775,000",0.00332366470460366,-0.219589711198928,0.829836638413369,0.000139774973269012,"FALSE",0.00602186252019326,0.0149089326719861,0.0494473356976487,0.121783356681028,4.59438797222149e-05,0.00130770176674096,0.00995915994563651,0.00461322842217678,"FALSE"
"PGF","PM Capital Global Opportunities Fund Ltd","311,674,000",-0.00348929452391611,0.690070089732504,0.75216300861889,0.210277125829163,"FALSE",-0.00446321325167747,0.0116473803990558,0.0887038063968955,-0.0503159157760076,-0.000144380613415201,0.0041095089136521,0.0312970874628997,-0.00461322842217675,"TRUE"
"PGG","Partners Group Global Income Fund","398,841,000",0.000551384240059997,1.08765058165039,0.976409462815843,0.63444242716106,"FALSE",-0.048304339016711,0.0472943411541225,0.115847003548711,-0.416966667561669,-0.000227564794499287,0.00647718228443112,0.0493287506435487,-0.00461322842217671,"TRUE"
"PIA","Pengana International Equities Ltd","233,694,000",-0.00217967445548711,0.0969466108040173,0.816932038132902,6.17623008296708e-05,"FALSE",-0.00302949632266458,0.00930679228329944,0.0708784183730136,-0.0427421546953993,-2.02837528313022e-05,0.000577336950514557,0.00439686722075024,-0.00461322842217673,"TRUE"
"PIC","Perpetual Equity Investment Company Ltd","277,305,000",-0.002544995057532,0.614208219206156,0.695897202149596,0.00970827689102357,"FALSE",-0.00350304150860091,0.00738938712765651,0.0562758957556234,-0.0622476366047158,-0.000128508336722747,0.00365773591584663,0.0278564868162572,-0.00461322842217666,"TRUE"
"PL8","Plato Income Maximiser Ltd","364,168,000",-0.00468628605735206,0.897342937523733,0.569481289126907,0.534819450407189,"FALSE",-0.00681538926680929,0.0111786768675566,0.0651823270627424,-0.104558851669242,-0.000187747484916637,0.00534386123268436,0.0406976346573463,-0.00461322842217679,"TRUE"
"PMC","Platinum Capital Ltd","364,523,000",-0.00362111708194816,-0.122282549020081,0.786272932300538,0.000362802959607711,"FALSE",-0.00442507050612997,0.0131934798884185,0.100478549306974,-0.0440399521753729,2.55846901643531e-05,0.000728217658842334,0.00554594046142663,0.0046132284221767,"TRUE"
"QRI","Qualitas Real Estate Income Fund","293,146,000",0.0015791464624149,0.00225537709234478,0.866499180433203,4.36525235129136e-06,"FALSE",0.000739744159722985,0.00889104134627595,0.0355641653851038,0.0208002676771048,-4.71883556352356e-07,1.34312331494189e-05,0.000102289224197932,-0.00461322842217721,"FALSE"
"QVE","QV Equities Ltd","184,923,000",-0.00690410700985746,0.772403680446245,0.433200172674755,0.246940031764134,"FALSE",-0.00789525206652193,0.00981351329322528,0.074737490612583,-0.105639780006109,-0.000161606942318303,0.00459982233248505,0.0350312032114918,-0.00461322842217673,"TRUE"
"RF1","Regal Investment Fund","170,194,000",0,0,0,0,"FALSE",-0.000829538114346162,0,NA,NA,0,0,0,NA,NA
"RYD","Ryder Capital Ltd","67,039,700",1.77548072528615e-05,0.700137715385728,0.997945594705282,0.0570412635463785,"FALSE",0.00073984320117551,0.00802456070292332,0.0589682373964549,0.0125464696562219,-0.000146487022588809,0.00416946368922755,0.0317536894302953,-0.00461322842217667,"FALSE"
"SEC","Spheria Emerging Companies Ltd","77,417,600",-0.0114317637227407,0.696268648421238,0.565842544584634,0.400308468662425,"FALSE",-0.0153885377606645,0.0206250562177832,0.107170935834495,-0.143588722453905,-0.000145677513134641,0.00414642260193125,0.0315782137373343,-0.00461322842217669,"TRUE"
"SNC","Sandon Capital Investments Ltd","58,662,000",-0.00123799946196369,0.563962535782637,0.889811115386331,0.0316547637022478,"FALSE",-0.00218553320903036,0.00943480383261727,0.0718533252875483,-0.0304165910246203,-0.000117995632720514,0.003358512565967,0.0255776696755975,-0.00461322842217675,"TRUE"
"SOR","Strategic Elements Ltd","12,028,000",-0.0195191594022903,0.601406070468237,0.407828829303371,0.447057960241967,"FALSE",-0.0204745273108238,0.0234728663910096,0.178764024578188,-0.114533823900729,-0.000125829794187264,0.00358149649446731,0.02727586468131,-0.00461322842217665,"TRUE"
"SVS","Sunvest Corporation Ltd","1,945,440",-0.00451419903209528,0.448688379229646,0.93329856834912,0.646123143983939,"FALSE",-0.00543761442700951,0.0532874554255845,0.405825169910088,-0.0133989087670788,-9.38772805680639e-05,0.00267203132164604,0.0203495842774179,-0.00461322842217667,"TRUE"
"TEK","Thorney Technologies Ltd","41,165,600",-0.0647178089727403,-0.122250715421326,0.503505561446821,0.601676517592838,"FALSE",-0.065521769057339,0.095270633933596,0.725559531690086,-0.0903051592537355,2.55780297474132e-05,0.000728028083232864,0.0055444966965985,0.00461322842217674,"TRUE"
"TGF","Tribeca Global Natural Resources Ltd","55,125,000",-0.023941753493991,-0.139760880886831,0.54523130713034,0.0752069519724481,"FALSE",-0.0241057556180339,0.0374199060977234,0.154286225341608,-0.15624049110451,2.92416118509228e-05,0.000832304709811347,0.00633864382486512,0.00461322842217673,"TRUE"
"TGG","Templeton Global Growth Fund Ltd","217,859,000",-0.00398168007112417,0.380135172428094,0.690480566488894,0.00696727488658344,"FALSE",-0.00489075235191585,0.010116278034327,0.077043278185269,-0.0634805847715211,-7.95341664455215e-05,0.00226378291528543,0.017240457043745,-0.00461322842217673,"TRUE"
"TOP","Thorney Opportunities Ltd","76,126,000",0.000231579349109502,-0.155713211095274,0.994677460489366,0.138323384580718,"FALSE",-0.000565379510941634,0.0342680921704342,0.260978014740858,-0.00216638750778695,3.25792542950255e-05,0.000927304107931224,0.00706213768613974,0.00461322842217676,"TRUE"
"VG1","Vgi Partners Global Investments Ltd","911,503,000",0.00248482145448086,0.0593327431041265,0.774429723402884,3.08745016651035e-06,"FALSE",0.00155088898917999,0.00845316002968285,0.0462998643045834,0.0334966206159369,-1.24139532671255e-05,0.000353338653979851,0.0026909470182419,-0.00461322842217681,"FALSE"
"VG8","Vgi Partners Asian Investments Ltd","485,312,000",-0.0278009236457347,-0.948286909866545,0.626861970449348,0.0388645122966987,"FALSE",0.039728880602675,0.0637639827970544,0.127527965594109,0.311530733024649,0.000198406289125221,0.0056472430362933,0.0430081216380797,0.00461322842217667,"FALSE"
"WAA","Wam Active Ltd","35,960,100",-0.00402024358582262,0.706251012792645,0.461358281765724,0.0180262478439369,"FALSE",-0.004997547783599,0.00682288139870799,0.0519615166607795,-0.0961778659430691,-0.000147766083430213,0.00420586962908689,0.0320309488079697,-0.00461322842217672,"TRUE"
"WAM","WAM Capital Ltd","1,262,210,000",-0.00450380917671467,0.713294173282218,0.785827380172477,0.437808882700826,"FALSE",-0.00548258698687767,0.0168923868016848,0.128648585098121,-0.0426167686391269,-0.000149239695816832,0.00424781309431286,0.0323503807224045,-0.00461322842217665,"TRUE"
"WAX","Wam Research Ltd","232,476,000",-0.00463173308313805,0.922800303507167,0.793725051546195,0.844629208499465,"FALSE",-0.00565434502558151,0.0183177003551904,0.139503449726333,-0.0405319369282535,-0.000193073828097291,0.00549546506827094,0.0418522150711524,-0.00461322842217668,"TRUE"
"WGB","Wam Global Ltd","349,549,000",-1.96098526651869e-05,0.0984249039869041,0.999238221885992,0.0134300362256616,"FALSE",-0.00155728054120311,0.0196666854790884,0.0901240748768114,-0.0172792957190598,-2.05930502196808e-05,0.000586140489607838,0.00446391297701328,-0.00461322842217664,"TRUE"
"WHF","Whitefield Ltd","388,129,000",-0.00200911624927799,0.634585159626167,0.651531027492918,0.000473203170965007,"FALSE",-0.00297142608634369,0.00578922564328224,0.0440894289578866,-0.067395431435094,-0.000132771722719535,0.00377908477523778,0.0287806521960356,-0.00461322842217674,"TRUE"
"WIC","Westoz Investment Company Ltd","91,214,700",-0.00614657539085104,0.906308902377586,0.63468049746103,0.744566134334965,"FALSE",-0.00716573690319096,0.0138470738334417,0.105456172495637,-0.0679499050042557,-0.000189623397993758,0.00539725539225542,0.0411042724618178,-0.00461322842217682,"TRUE"
"WLE","Wam Leaders Ltd","785,143,000",-0.00156615594054236,0.564745326583963,0.785106867972887,0.00111334413942303,"FALSE",-0.00200475539817707,0.00683367259317029,0.0463482225235202,-0.0432542024057066,-0.000118159412918716,0.00336317424573466,0.0256131719710002,-0.00461322842217664,"TRUE"
"WMI","Wam Microcap Ltd","147,799,000",-0.00150164904351695,1.00511838788246,0.888129011903758,0.980646714746756,"FALSE",-0.00387254580474908,0.0137549343303348,0.0790160819596248,-0.0490095903100822,-0.000210296912671032,0.00598568614367815,0.0455856275531663,-0.00461322842217678,"TRUE"
"WQG","WCM Global Growth Ltd","175,752,000",0.00363160298752387,0.203177855023024,0.816419437723095,0.0141989204592587,"FALSE",0.00249048969211346,0.0153670922288297,0.0882772240036396,0.0282121432818365,-4.25100924921703e-05,0.00120996579723879,0.00921482497762634,-0.00461322842217678,"FALSE"
"X8EC","8IP Emerging Companies Ltd","3,199,410",-0.0476957558110892,0.222872312114348,0.193572774890404,0.337099216693958,"FALSE",-0.0481973347291394,0.0358451626066728,0.258483143511406,-0.18646219662294,-4.66306852233033e-05,0.00132725032843432,0.0101080373560392,-0.00461322842217666,"TRUE"
"X8IH","8I Holdings Ltd","28,940,700",-0.00415926114633484,-1.65950386294862,0.973275914286393,0.337501319209932,"FALSE",-0.00464158788423908,0.122911228245703,0.936064026482324,-0.00495862222339845,0.000347211376441908,0.00988268585828871,0.0752642931732567,0.0046132284221767,"TRUE"
"ZER","ZETA Resources Ltd","50,349,800",-0.0242684004100787,2.7556827413956,0.647510904188155,0.14045913570968,"FALSE",-0.0256744990369006,0.0548390862935045,0.417642038544222,-0.061474891575557,-0.000576560512475779,0.0164106558992468,0.124979831847071,-0.00461322842217677,"TRUE"
